,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,6.0,7.0,7.0,9.0,10.0,10.0,11.0,12.0,12.0,12.0,14.0,19.0,19.0,32.0,38.0,49.0,57.0,65.0,81.0,105.0,128.0,206.0,254.0,315.0,382.0,442.0,495.0,586.0,657.0,713.0,790.0,867.0,963.0,1011.0,1079.0,1126.0,1182.0,1222.0,1282.0,1343.0,1407.0,1495.0,1534.0,1600.0,1650.0,1704.0,1741.0,1791.0,1814.0,1832.0,1871.0,1881.0,1908.0,1950.0,1981.0,2009.0,2016.0,2030.0,2039.0,2047.0,2062.0,2076.0,2085.0,2088.0,2096.0,2101.0,2112.0,2119.0,2125.0,2161.0,2176.0,2187.0,2196.0,2207.0,2213.0,2221.0,2222.0,2224.0,2226.0,2228.0,2232.0,2234.0,2237.0,2243.0,2243.0,2244.0,2244.0,2244.0,2244.0,2245.0,2245.0,2246.0,2246.0,2246.0,2246.0,2246.0,2247.0,2247.0,2247.0,2247.0,2247.0,2247.0,2249.0,2249.0,2249.0,2251.0,2252.0,2254.0,2255.0,2258.0,2269.0,2280.0,2299.0,2317.0,2336.0,2366.0,2388.0,2483.0,2539.0,2624.0,2691.0,2725.0,2777.0,2831.0,2912.0,3008.0,3094.0,3151.0,3220.0,3272.0,3325.0,3416.0,3532.0,3672.0,3722.0,3775.0,3827.0,3953.0,4039.0,4137.0,4253.0,4345.0,4370.0,4422.0,4530.0,4634.0,4715.0,4792.0,4857.0,4881.0,4923.0,4993.0,5071.0,5139.0,5224.0,5260.0,5294.0,5318.0,5376.0,5404.0,5466.0,5543.0,5604.0,5649.0,5740.0,5870.0,6050.0,6258.0,6420.0,6571.0,6656.0,6855.0,7074.0,7329.0,7594.0,7900.0,8175.0,8311.0,8530.0,8888.0,9192.0,9549.0,9861.0,10123.0,10269.0,10414.0,10725.0,11094.0,11428.0,11739.0,11964.0,12081.0,12285.0,12626.0,12917.0,13107.0,13368.0,13533.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0,12.0,12.0,14.0,14.0,15.0,17.0,19.0,19.0,29.0,32.0,32.0,32.0,33.0,66.0,66.0,107.0,107.0,140.0,174.0,174.0,213.0,237.0,275.0,318.0,375.0,442.0,533.0,592.0,592.0,678.0,778.0,852.0,930.0,1111.0,1164.0,1365.0,1526.0,1661.0,1818.0,1818.0,1964.0,2289.0,2289.0,2591.0,2728.0,2728.0,3138.0,3378.0,3628.0,3820.0,3976.0,3976.0,4346.0,4346.0,4521.0,4800.0,5026.0,5173.0,5310.0,5499.0,5714.0,5865.0,6081.0,6081.0,6242.0,6427.0,6582.0,6730.0,6879.0,7007.0,7220.0,7435.0,7740.0,8020.0,8020.0,8316.0,8580.0,8580.0,8698.0,8889.0,8889.0,8984.0,9257.0,9257.0,9257.0,9257.0,9257.0,9573.0,9573.0,9663.0,9767.0,9767.0,9894.0,9997.0,10084.0,10158.0,10204.0,10250.0,10250.0,10316.0,10417.0,10527.0,10527.0,10527.0,10682.0,10992.0,10992.0,10992.0,11237.0,11237.0,11302.0,11385.0,11385.0,11424.0,11496.0,11496.0,11496.0,11644.0,11738.0,11738.0,11738.0,11780.0,11780.0,11780.0,11894.0,11894.0,11956.0,11956.0,12033.0,12033.0,12115.0,12162.0,12211.0,12314.0,12410.0,12485.0,12546.0,12582.0,12623.0,12682.0,12836.0,12903.0,12974.0,12974.0,13045.0,13082.0,13189.0,13189.0,13189.0,13189.0,13189.0,13189.0,13189.0,13407.0,13437.0,13437.0,13437.0,13437.0,13437.0,13470.0,13470.0,13516.0
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,7.0,7.0,7.0,9.0,31.0,45.0,46.0,73.0,73.0,89.0,99.0,99.0,190.0,228.0,331.0,331.0,387.0,418.0,418.0,495.0,530.0,624.0,695.0,743.0,821.0,892.0,966.0,1061.0,1156.0,1212.0,1314.0,1415.0,1544.0,1613.0,1673.0,1735.0,1755.0,1832.0,1884.0,1955.0,2011.0,2081.0,2114.0,2145.0,2170.0,2192.0,2207.0,2224.0,2235.0,2235.0,2245.0,2401.0,2408.0,2463.0,2490.0,2506.0,2517.0,2534.0,2566.0,2576.0,2591.0,2612.0,2620.0,2626.0,2632.0,2642.0,2663.0,2678.0,2691.0,2710.0,2716.0,2726.0,2744.0,2760.0,2770.0,2810.0,2819.0,2834.0,2836.0,2840.0,2850.0,2853.0,2874.0,2876.0,2878.0,2882.0,2892.0,2903.0,2906.0,2909.0,2915.0,2917.0,2918.0,2937.0,2937.0,2952.0,2967.0,2980.0,2997.0,3049.0,3058.0,3068.0,3088.0,3108.0,3112.0,3121.0,3134.0,3148.0,3203.0,3227.0,3237.0,3256.0,3266.0,3287.0,3302.0,3310.0,3321.0,3343.0,3366.0,3376.0,3390.0,3409.0,3432.0,3458.0,3486.0,3511.0,3519.0,3562.0,3589.0,3622.0,3672.0,3732.0,3772.0,3803.0,3826.0,3883.0,3910.0,3939.0,3964.0,3983.0,4007.0,4012.0,4048.0,4077.0,4110.0,4135.0,4166.0,4193.0,4227.0,4279.0,4336.0,4401.0,4477.0,4587.0,4662.0,4737.0,4855.0,4974.0,5123.0,5270.0,5421.0,5623.0,5749.0,5942.0,6177.0,6381.0,6632.0,6858.0,7075.0,7222.0,7472.0,7684.0,7934.0,8138.0,8381.0,8664.0,8819.0,8987.0,9280.0,9531.0,9800.0,9977.0,10134.0,10317.0,10524.0,10757.0,10998.0,11200.0,11386.0,11524.0,11663.0,11832.0,12080.0,12452.0,12734.0,13036.0,13240.0
Kosovo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,16.0,19.0,20.0,21.0,24.0,31.0,33.0,61.0,63.0,71.0,86.0,88.0,91.0,94.0,106.0,112.0,125.0,126.0,135.0,140.0,145.0,165.0,184.0,224.0,227.0,250.0,283.0,362.0,377.0,387.0,423.0,449.0,480.0,510.0,561.0,598.0,604.0,630.0,669.0,703.0,731.0,763.0,780.0,790.0,799.0,806.0,813.0,823.0,851.0,855.0,856.0,860.0,861.0,862.0,870.0,884.0,895.0,919.0,927.0,945.0,955.0,978.0,985.0,988.0,989.0,1003.0,1004.0,1025.0,1032.0,1038.0,1038.0,1047.0,1048.0,1052.0,1064.0,1070.0,1083.0,1110.0,1123.0,1142.0,1147.0,1158.0,1194.0,1234.0,1263.0,1269.0,1298.0,1326.0,1384.0,1437.0,1486.0,1615.0,1756.0,1833.0,1916.0,1998.0,2073.0,2169.0,2216.0,2268.0,2363.0,2432.0,2494.0,2590.0,2677.0,2799.0,2878.0,2991.0,3064.0,3178.0,3356.0,3508.0,3703.0,3886.0,4100.0,4307.0,4512.0,4715.0,4931.0,5118.0,5237.0,5369.0,5472.0,5617.0,5735.0,5877.0,6045.0,6286.0,6467.0,6680.0,6917.0,7137.0,7413.0,7652.0,7846.0,8104.0,8104.0,8104.0,8799.0,9049.0,9274.0,9274.0,9688.0,9869.0,9869.0,9869.0,10419.0,10419.0,10419.0,10795.0,11130.0,11275.0,11275.0,11275.0,11545.0,11545.0,11545.0,12168.0,12168.0,12448.0,12448.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0,12683.0
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,9.0,9.0,13.0,13.0,19.0,30.0,32.0,39.0,50.0,58.0,73.0,85.0,103.0,131.0,167.0,187.0,226.0,261.0,300.0,343.0,408.0,447.0,492.0,525.0,585.0,623.0,678.0,733.0,744.0,817.0,895.0,980.0,1190.0,1310.0,1410.0,1458.0,1512.0,1579.0,1652.0,1763.0,1834.0,1916.0,1984.0,2098.0,2168.0,2284.0,2443.0,2443.0,2500.0,2583.0,2649.0,2727.0,2775.0,2863.0,2942.0,2998.0,3035.0,3065.0,3111.0,3150.0,3178.0,3213.0,3263.0,3284.0,3313.0,3341.0,3380.0,3417.0,3473.0,3509.0,3535.0,3556.0,3598.0,3641.0,3678.0,3713.0,3741.0,3756.0,3771.0,3793.0,3816.0,3841.0,3867.0,3876.0,3892.0,3921.0,3931.0,3954.0,3970.0,3990.0,4008.0,4014.0,4017.0,4027.0,4039.0,4053.0,4064.0,4069.0,4076.0,4077.0,4078.0,4079.0,4081.0,4086.0,4094.0,4102.0,4107.0,4114.0,4123.0,4127.0,4138.0,4142.0,4145.0,4155.0,4157.0,4166.0,4172.0,4174.0,4183.0,4189.0,4205.0,4210.0,4220.0,4223.0,4229.0,4234.0,4247.0,4258.0,4263.0,4279.0,4293.0,4315.0,4333.0,4339.0,4347.0,4366.0,4380.0,4398.0,4424.0,4435.0,4448.0,4456.0,4465.0,4484.0,4505.0,4526.0,4535.0,4544.0,4553.0,4564.0,4597.0,4621.0,4653.0,4696.0,4731.0,4746.0,4768.0,4813.0,4853.0,4877.0,4916.0,4946.0,4970.0,5002.0,5046.0,5098.0,5133.0,5155.0,5191.0,5215.0,5288.0,5379.0,5511.0,5669.0,5961.0,6139.0,6257.0,6622.0,6923.0,7382.0,7892.0,8387.0,8963.0,9304.0,9715.0,10191.0,10909.0,11825.0,12309.0
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,15.0,19.0,25.0,32.0,56.0,87.0,108.0,147.0,176.0,205.0,400.0,598.0,702.0,996.0,1090.0,1221.0,1333.0,1463.0,1550.0,1746.0,1914.0,2118.0,2385.0,2621.0,2863.0,3084.0,3369.0,3755.0,4015.0,4284.0,4445.0,4641.0,4863.0,5147.0,5370.0,5550.0,5687.0,5865.0,6086.0,6086.0,6211.0,6314.0,6409.0,6525.0,6603.0,6623.0,6740.0,6896.0,6937.0,7036.0,7078.0,7156.0,7191.0,7338.0,7401.0,7463.0,7499.0,7527.0,7599.0,7660.0,7710.0,7738.0,7783.0,7809.0,7847.0,7904.0,7955.0,7996.0,8034.0,8070.0,8099.0,8105.0,8132.0,8157.0,8175.0,8196.0,8219.0,8237.0,8249.0,8257.0,8267.0,8281.0,8309.0,8332.0,8346.0,8352.0,8364.0,8383.0,8401.0,8411.0,8422.0,8437.0,8440.0,8446.0,8455.0,8477.0,8504.0,8522.0,8531.0,8547.0,8561.0,8576.0,8594.0,8608.0,8620.0,8628.0,8631.0,8647.0,8660.0,8692.0,8708.0,8726.0,8742.0,8745.0,8751.0,8772.0,8788.0,8788.0,8832.0,8846.0,8855.0,8862.0,8879.0,8896.0,8902.0,8921.0,8926.0,8930.0,8936.0,8947.0,8950.0,8965.0,8974.0,8977.0,8981.0,8984.0,9001.0,9011.0,9015.0,9025.0,9028.0,9028.0,9034.0,9053.0,9059.0,9085.0,9092.0,9111.0,9117.0,9132.0,9150.0,9172.0,9208.0,9240.0,9253.0,9268.0,9334.0,9362.0,9409.0,9468.0,9551.0,9599.0,9638.0,9684.0,9751.0,9783.0,9851.0,9908.0,9965.0,10005.0,10060.0,10111.0,10162.0,10197.0,10275.0,10299.0,10323.0,10395.0,10454.0,10504.0,10542.0,10582.0,10611.0,10643.0,10782.0,10871.0,11034.0,11120.0,11231.0,11296.0,11388.0,11521.0,11623.0,11746.0,11867.0,12003.0,12079.0,12154.0
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,23.0,33.0,38.0,42.0,51.0,55.0,59.0,64.0,70.0,76.0,89.0,104.0,123.0,146.0,174.0,186.0,197.0,212.0,223.0,243.0,259.0,277.0,304.0,333.0,361.0,377.0,383.0,400.0,409.0,416.0,433.0,446.0,467.0,475.0,494.0,518.0,539.0,548.0,562.0,584.0,609.0,634.0,663.0,678.0,712.0,726.0,736.0,750.0,766.0,773.0,782.0,789.0,795.0,803.0,820.0,832.0,842.0,850.0,856.0,868.0,872.0,876.0,880.0,898.0,916.0,933.0,946.0,948.0,949.0,964.0,969.0,981.0,989.0,998.0,1004.0,1029.0,1050.0,1076.0,1099.0,1122.0,1137.0,1143.0,1164.0,1184.0,1197.0,1212.0,1232.0,1246.0,1263.0,1299.0,1341.0,1385.0,1416.0,1464.0,1521.0,1590.0,1672.0,1722.0,1788.0,1838.0,1891.0,1962.0,1995.0,2047.0,2114.0,2192.0,2269.0,2330.0,2402.0,2466.0,2535.0,2580.0,2662.0,2752.0,2819.0,2893.0,2964.0,3038.0,3106.0,3188.0,3278.0,3371.0,3454.0,3571.0,3667.0,3752.0,3851.0,3906.0,4008.0,4090.0,4171.0,4290.0,4358.0,4466.0,4570.0,4637.0,4763.0,4880.0,4997.0,5105.0,5197.0,5276.0,5396.0,5519.0,5620.0,5750.0,5889.0,6016.0,6151.0,6275.0,6411.0,6536.0,6676.0,6817.0,6971.0,7117.0,7260.0,7380.0,7499.0,7654.0,7812.0,7967.0,8119.0,8275.0,8427.0,8605.0,8759.0,8927.0,9083.0,9195.0,9279.0,9380.0,9513.0,9606.0,9728.0,9844.0,9967.0,10102.0,10255.0,10406.0,10553.0,10704.0,10860.0,11021.0,11185.0,11353.0
Congo (Kinshasa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,18.0,23.0,30.0,36.0,45.0,48.0,51.0,51.0,65.0,65.0,81.0,98.0,109.0,134.0,134.0,154.0,154.0,161.0,180.0,180.0,180.0,215.0,223.0,234.0,235.0,241.0,254.0,267.0,287.0,307.0,327.0,332.0,350.0,359.0,377.0,394.0,416.0,442.0,459.0,471.0,491.0,572.0,604.0,674.0,674.0,682.0,705.0,797.0,863.0,937.0,937.0,991.0,1024.0,1102.0,1169.0,1242.0,1298.0,1455.0,1455.0,1538.0,1629.0,1731.0,1835.0,1945.0,2025.0,2141.0,2297.0,2403.0,2546.0,2660.0,2833.0,2966.0,3070.0,3195.0,3326.0,3495.0,3644.0,3764.0,3878.0,4016.0,4106.0,4259.0,4390.0,4515.0,4637.0,4724.0,4778.0,4837.0,4974.0,5100.0,5283.0,5477.0,5672.0,5826.0,5924.0,6027.0,6213.0,6411.0,6552.0,6690.0,6827.0,6939.0,7039.0,7122.0,7189.0,7311.0,7379.0,7411.0,7432.0,7432.0,7432.0,7846.0,7905.0,7971.0,8033.0,8075.0,8135.0,8163.0,8199.0,8249.0,8324.0,8403.0,8443.0,8534.0,8626.0,8720.0,8767.0,8801.0,8831.0,8844.0,8873.0,8931.0,9010.0,9070.0,9084.0,9115.0,9133.0,9178.0,9253.0,9309.0,9355.0,9436.0,9454.0,9489.0,9499.0,9538.0,9589.0,9605.0,9638.0,9676.0,9706.0,9721.0,9741.0,9757.0,9802.0,9811.0,9830.0,9842.0,9891.0,9912.0,9915.0,9994.0,10007.0,10045.0,10097.0,10104.0,10114.0,10125.0,10149.0,10178.0,10210.0,10233.0,10292.0,10324.0,10343.0,10361.0,10385.0,10390.0
Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,8.0,8.0,16.0,22.0,22.0,30.0,52.0,73.0,111.0,121.0,128.0,144.0,164.0,194.0,212.0,250.0,250.0,319.0,363.0,404.0,438.0,477.0,518.0,579.0,622.0,688.0,761.0,862.0,954.0,996.0,996.0,1163.0,1240.0,1351.0,1495.0,1537.0,1586.0,1586.0,1710.0,1811.0,1856.0,1927.0,2009.0,2042.0,2146.0,2146.0,2298.0,2374.0,2473.0,2473.0,2658.0,2658.0,2796.0,2863.0,2863.0,3067.0,3067.0,3176.0,3275.0,3275.0,3275.0,3275.0,3553.0,3656.0,3706.0,3706.0,3844.0,3886.0,3933.0,3991.0,4060.0,4117.0,4117.0,4216.0,4258.0,4258.0,4372.0,4426.0,4484.0,4532.0,4572.0,4639.0,4668.0,4841.0,4904.0,4960.0,4988.0,4988.0,5040.0,5174.0,5174.0,5260.0,5291.0,5342.0,5351.0,5391.0,5404.0,5450.0,5521.0,5570.0,5610.0,5610.0,5636.0,5697.0,5881.0,5969.0,6044.0,6141.0,6141.0,6200.0,6276.0,6359.0,6430.0,6491.0,6544.0,6590.0,6652.0,6747.0,6806.0,6867.0,6927.0,7008.0,7055.0,7126.0,7183.0,7242.0,7308.0,7308.0,7317.0,7364.0,7489.0,7575.0,7664.0,7777.0,7875.0,7930.0,7930.0,8018.0,8116.0,8198.0,8260.0,8343.0,8482.0,8620.0,8715.0,8792.0,8876.0,8932.0,8932.0,8967.0,9076.0,9128.0,9167.0,9213.0,9251.0,9251.0,9371.0,9409.0,9479.0,9479.0,9579.0,9649.0,9649.0,9798.0,9816.0,9848.0,9885.0,9946.0,9979.0,10020.0,10045.0
Malaysia,0.0,0.0,0.0,3.0,4.0,4.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,12.0,12.0,12.0,16.0,16.0,18.0,18.0,18.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,25.0,29.0,29.0,36.0,50.0,50.0,83.0,93.0,99.0,117.0,129.0,149.0,149.0,197.0,238.0,428.0,566.0,673.0,790.0,900.0,1030.0,1183.0,1306.0,1518.0,1624.0,1796.0,2031.0,2161.0,2320.0,2470.0,2626.0,2766.0,2908.0,3116.0,3333.0,3483.0,3662.0,3793.0,3963.0,4119.0,4228.0,4346.0,4530.0,4683.0,4817.0,4987.0,5072.0,5182.0,5251.0,5305.0,5389.0,5425.0,5482.0,5532.0,5603.0,5691.0,5742.0,5780.0,5820.0,5851.0,5945.0,6002.0,6071.0,6176.0,6298.0,6353.0,6383.0,6428.0,6467.0,6535.0,6589.0,6656.0,6726.0,6742.0,6779.0,6819.0,6855.0,6872.0,6894.0,6941.0,6978.0,7009.0,7059.0,7137.0,7185.0,7245.0,7417.0,7604.0,7619.0,7629.0,7732.0,7762.0,7819.0,7857.0,7877.0,7970.0,8247.0,8266.0,8303.0,8322.0,8329.0,8336.0,8338.0,8369.0,8402.0,8445.0,8453.0,8494.0,8505.0,8515.0,8529.0,8535.0,8556.0,8572.0,8587.0,8590.0,8596.0,8600.0,8606.0,8616.0,8634.0,8637.0,8639.0,8640.0,8643.0,8648.0,8658.0,8663.0,8668.0,8674.0,8677.0,8683.0,8696.0,8704.0,8718.0,8725.0,8729.0,8734.0,8737.0,8755.0,8764.0,8779.0,8800.0,8815.0,8831.0,8840.0,8861.0,8884.0,8897.0,8904.0,8943.0,8956.0,8964.0,8976.0,8985.0,8999.0,9001.0,9002.0,9023.0,9038.0,9063.0,9070.0,9083.0,9094.0,9103.0,9114.0,9129.0,9149.0,9175.0,9200.0,9212.0,9219.0,9235.0,9240.0,9249.0,9257.0,9267.0,9274.0,9285.0,9291.0,9296.0,9306.0,9317.0,9334.0,9340.0,9354.0,9360.0,9374.0,9385.0,9391.0,9397.0,9459.0,9559.0,9583.0,9628.0,9810.0,9868.0,9915.0
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,19.0,20.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,25.0,25.0,25.0,25.0,25.0,29.0,29.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,36.0,39.0,45.0,46.0,55.0,63.0,72.0,76.0,102.0,121.0,136.0,183.0,196.0,205.0,285.0,293.0,350.0,375.0,412.0,485.0,539.0,593.0,615.0,668.0,668.0,785.0,861.0,864.0,960.0,1032.0,1078.0,1203.0,1247.0,1344.0,1366.0,1402.0,1522.0,1618.0,1687.0,1775.0,1843.0,1917.0,1986.0,2052.0,2129.0,2224.0,2294.0,2406.0,2470.0,2540.0,2652.0,2802.0,2802.0,2949.0,3101.0,3229.0,3406.0,3544.0,3726.0,3907.0,4154.0,4344.0,4464.0,4665.0,4912.0,5227.0,5538.0,5854.0,6030.0,6160.0,6431.0,6712.0,6906.0,7116.0,7365.0,7550.0,7692.0,7844.0,8082.0,8323.0,8514.0,8685.0,8810.0,8928.0,9108.0,9256.0,9437.0,9604.0,9719.0
